매장명,도로명주소,매장유형,위도,경도
김삿갓흙집이야기,강원 영월군 김삿갓면 김삿갓로 497-43,숙박업,37.1017633846,128.6044205647
옛날옛집,강원 영월군 영월읍 팔괴로 32-7,음식점 및 주점업,37.1696641,128.4555013
송원시트사,강원 영월군 영월읍,개인 및 소비용품 수리업,37.187443,128.4661
아모레외판사원,강원 영월군 영월읍 하송로 91,소매업; 자동차 제외,37.1800135,128.4618314
H 골프마켓,강원 영월군 영월읍 제방안길 140,소매업; 자동차 제외,37.1749102,128.4632521
둥글바위농장,강원 영월군 영월읍 둥글바위길 44,소매업; 자동차 제외,37.2021290745,128.5050517122
타이어총판,강원 영월군 북면 원동재로 94,자동차 및 부품 판매업,37.2195972,128.4193819
영월장어마을,강원 영월군 영월읍 삼옥재길 8,음식점 및 주점업,37.2102499904,128.4765339032
제일세탁소,강원 영월군 영월읍 중앙로 130-2,기타 개인 서비스업,37.1805594232,128.4766797793
진미막국수,강원 영월군 영월읍 단종로 27,음식점 및 주점업,37.1855949,128.4674893
주천사료,강원 영월군 주천면 주천로84번길 9,소매업; 자동차 제외,37.270435,128.2684906
영월돈가스,강원 영월군 영월읍 하송안길 1,음식점 및 주점업,37.1809742,128.4630979
GS25영월별마론점,강원도 영월군 영월읍 봉래산로 27-17,소매업; 자동차 제외,37.1861023,128.4711274
영월찐맛집,강원 영월군 영월읍 서부시장길 9-1,음식점 및 주점업,37.1830311,128.4663568
김성래프로바둑아카데미학원,강원 영월군 영월읍 서부시장길 29,교육 서비스업,37.182918,128.4674475
향수,강원도 영월군 영월읍 하송안길 89,음식점 및 주점업,37.1826298,128.4671104
서원카센타에어콘,강원 영월군 영월읍,자동차 및 부품 판매업,37.187443,128.4661
동강사람들,강원 영월군 영월읍,소매업; 자동차 제외,37.187443,128.4661
나들분식,강원 영월군 영월읍 봉래산로 15,음식점 및 주점업,37.1845256,128.4716028
영월무인텔,강원 영월군 영월읍 태화산로 82-10,숙박업,37.1572278,128.4956002
제범이네공방,강원 영월군 무릉도원면 중방길 55-45,스포츠 및 오락관련 서비스업,37.2877337,128.2741023
고씨굴맛집 설원칡냉면,강원 영월군 김삿갓면 영월동로 1121-7,음식점 및 주점업,37.1306108,128.5359825
태화포도원,강원 영월군 영월읍 내성길 15,소매업; 자동차 제외,37.1878861,128.4736003
J스킨케어,강원 영월군 영월읍 중앙로 70,기타 개인 서비스업,37.1833526,128.4714859
"밥줘,고기줘",강원 영월군 주천면 주천로58번길 28-1,음식점 및 주점업,37.2696919,128.2685985
투다리동강점,강원 영월군 영월읍 중앙로 72,음식점 및 주점업,37.1833401,128.4715994
박가네속초횟집,강원 영월군 주천면 송학주천로 1435-2,음식점 및 주점업,37.2714301,128.2701314
마마떡볶이 205,강원 영월군 영월읍 제방안길 16-1,음식점 및 주점업,37.182864,128.4713067
조은케미칼,강원 영월군 영월읍 중앙로 224-22,소매업; 자동차 제외,37.1728494261,128.4765363088
행복한포도,강원 영월군 김삿갓면 예밀촌길 212,소매업; 자동차 제외,37.1396762,128.5912259
기아오토큐 영월점,강원 영월군 영월읍 영월로 1846,개인 및 소비용품 수리업,37.1864656,128.4568652
수호동물병원,강원 영월군 영월읍 단종로33번길 7,"기타 전문, 과학 및 기술 서비스업",37.1856497,128.4671419
GS25영월주천점,강원 영월군 주천면 송학주천로 1436-1,소매업; 자동차 제외,37.2713724,128.2704732
"에꼴리에,페리미츠(영월점)",강원 영월군 영월읍,소매업; 자동차 제외,37.187443,128.4661
극동지업사,강원 영월군 영월읍,소매업; 자동차 제외,37.187443,128.4661
김밥휴게실,강원 영월군 영월읍 관풍헌길 30,음식점 및 주점업,37.1829333,128.4702231
고란포도원,강원 영월군 영월읍 복덕원길 69-13,소매업; 자동차 제외,37.195807,128.5570236
수미전병,강원 영월군 영월읍 제방안길 16,음식점 및 주점업,37.1827455,128.4716336
비너스,강원 영월군 영월읍 중앙로 50,소매업; 자동차 제외,37.1833692,128.4693555
라자가구,강원 영월군 영월읍,소매업; 자동차 제외,37.187443,128.4661
명동마트,강원 영월군 영월읍 중앙로 203,소매업; 자동차 제외,37.1742816,128.4778492
마이큐당구장,강원 영월군 영월읍 중앙로 36,스포츠 및 오락관련 서비스업,37.1833265,128.4675801
예진,강원 영월군 영월읍,소매업; 자동차 제외,37.187443,128.4661
오롯한한그릇,강원 영월군 영월읍 제방안길 16-1,음식점 및 주점업,37.182864,128.4713067
영월랜디세차장,강원 영월군 한반도면 강원남로 267,개인 및 소비용품 수리업,37.173801,128.3215899
덕포식당,강원 영월군 영월읍,음식점 및 주점업,37.187443,128.4661
생약상회,강원 영월군 영월읍 영월로 2069,소매업; 자동차 제외,37.1806326,128.4773846
영월렌탈,강원 영월군 영월읍 선돌길 22-8,소매업; 자동차 제외,37.1783558,128.4405776
수라주유소,강원 영월군 중동면 영월로 3730,소매업; 자동차 제외,37.1965346,128.6059559
587카페,강원 영월군 영월읍 삼옥재길 625,음식점 및 주점업,37.2069435,128.5068343
깔끔이옷수선,강원 영월군 영월읍 중앙로 60,기타 개인 서비스업,37.1832596,128.4702758
강릉상회,강원 영월군 영월읍 서부시장길 21-10,소매업; 자동차 제외,37.1832012,128.4671616
달콤한쭈니네,강원 영월군 영월읍 하송안길 89,소매업; 자동차 제외,37.1826298,128.4671104
광전식당,강원 영월군 한반도면 쌍용로 88,음식점 및 주점업,37.1829452,128.3205754
레포투유,강원 영월군 영월읍 동강로 826,소매업; 자동차 제외,37.233218492,128.5102966955
달달한 쿠킹공방,강원 영월군 무릉도원면 아래골길 50-2,스포츠 및 오락관련 서비스업,37.2953173,128.278095
잔비어스 (영월점),강원 영월군 영월읍 하송안길 122,음식점 및 주점업,37.1832536,128.469109
컬쳐클럽,강원 영월군 영월읍 하송로 105,음식점 및 주점업,37.1793875,128.460365
바이올가영월점,강원 영월군 영월읍 중앙1로,소매업; 자동차 제외,37.1846011,128.4659574
놀이터당구장,강원 영월군 영월읍 영모전길 18,스포츠 및 오락관련 서비스업,37.1843061,128.4713549
김씨네바른식당,강원 영월군 영월읍 봉래산로 7-8,음식점 및 주점업,37.1836905,128.4719289
주식회사 티에스에스챔프,강원 영월군 남면 나뱅이길 61,교육 서비스업,37.1719133,128.4032846
억만식당,강원 영월군 한반도면 쌍용로 211,음식점 및 주점업,37.176499625,128.3269230967
컨솔,강원 영월군 영월읍 단종로33번길 7,음식점 및 주점업,37.1856497,128.4671419
영월아트,강원 영월군 영월읍 단종로 88,교육 서비스업,37.1905521,128.4644252
동강커피,강원 영월군 영월읍 영월로 2103-1,음식점 및 주점업,37.1826554,128.4802401
앨리스,강원 영월군 영월읍 하송안길 89,소매업; 자동차 제외,37.1826298,128.4671104
일미광,강원도 영월군 영월읍 하송안길 89,음식점 및 주점업,37.1826298,128.4671104
머슬앤휘트니스클럽 중부종합상사,강원 영월군 영월읍 은행나무길 187,스포츠 및 오락관련 서비스업,37.1765604,128.4577414
황가네숯불꾸이꾸이,강원 영월군 영월읍 중앙로 84,음식점 및 주점업,37.1832537,128.4730107
나모하우징,강원 영월군 한반도면 서강로 1258,"기타 전문, 과학 및 기술 서비스업",37.2447652,128.3736251
헤어제안,강원 영월군 영월읍 제방안길 16-1,기타 개인 서비스업,37.182864,128.4713067
현대종합카서비스,강원 영월군 영월읍,자동차 및 부품 판매업,37.187443,128.4661
여림치민박,강원 영월군 무릉도원면 무릉법흥로 217,소매업; 자동차 제외,37.2946904,128.2697637
대일지업사,강원 영월군 영월읍 단종로 18,소매업; 자동차 제외,37.1851262,128.4684025
주천농자재,강원 영월군 주천면 주천로 83-1,소매업; 자동차 제외,37.2708243,128.267737
투제이모터스,강원 영월군 영월읍 덕포우회길 38,자동차 및 부품 판매업,37.1791818,128.4747556
대산건축,강원 영월군 주천면 송학주천로 1423-1,사업 지원 서비스업,37.2700203,128.2697748
화식한우,강원 영월군 주천면 주천시장길 31,소매업; 자동차 제외,37.2707892784,128.2666899502
삼촌만두,강원 영월군 영월읍 서부시장길 16-14,음식점 및 주점업,37.182636,128.4666443
민들레,강원 영월군 영월읍 중앙로 30-1,음식점 및 주점업,37.1833158,128.466759
정을담다,강원 영월군 영월읍 하송로 149,음식점 및 주점업,37.1766474,128.4571631
궁,강원 영월군 남면 송정길 9-3,음식점 및 주점업,37.1922367,128.4076753
후포집,강원 영월군 영월읍 중앙로 30-1,음식점 및 주점업,37.1833158,128.466759
옥이네전병,강원 영월군 영월읍 제방안길 16-1,음식점 및 주점업,37.182864,128.4713067
에듀킹학원,강원 영월군 영월읍 하송안길 116,교육 서비스업,37.18311,128.4690669
안경백화점,강원 영월군 영월읍 중앙1로 15,소매업; 자동차 제외,37.1825015,128.4655777
J텔레콤,강원 영월군 영월읍 중앙1로 32-1,소매업; 자동차 제외,37.1839903,128.465953
재원 축산물 직판장,강원 영월군 영월읍 은행나무길 17,소매업; 자동차 제외,37.1802077,128.4656272
빌게이츠컴퓨터학원,강원 영월군 영월읍 하송안길 37,교육 서비스업,37.1815176,128.4649351
약물내기주유소,강원 영월군 영월읍 영월로 2275,소매업; 자동차 제외,37.1827508252,128.4975288738
플라이파크 (flypark),강원 영월군 주천면 주천로89번길 26-5,소매업; 자동차 제외,37.2732389,128.2666931
투다리,강원 영월군 영월읍 단종로33번길 46,음식점 및 주점업,37.1839936,128.466856
태성농업기계,강원 영월군 영월읍 태화산로 97,소매업; 자동차 제외,37.1553385,128.494818
오뎅이모네,강원 영월군 영월읍 하송안길 120,음식점 및 주점업,37.1831875,128.4690344
영월군청,강원 영월군 영월읍 하송로 64,소매업; 자동차 제외,37.183774,128.46185
김삿갓 영농조합,강원 영월군 김삿갓면,소매업; 자동차 제외,37.125632,128.570112
동강순대,강원 영월군 영월읍 서부시장길 12-18,음식점 및 주점업,37.1825735,128.4663526
현대골프연습장,강원 영월군 영월읍 덕포하리6길 59-13,스포츠 및 오락관련 서비스업,37.1699792,128.4811715
가람민박,강원 영월군 남면,숙박업,37.186612,128.404491
태백실비촌,강원 영월군 영월읍 하송로 116,음식점 및 주점업,37.179121,128.4590609
장릉청솔식당,강원 영월군 영월읍 보덕사길 7,음식점 및 주점업,37.1954433,128.4556117
누나홀닭,강원 영월군 영월읍 하송로 117,음식점 및 주점업,37.1789033,128.4593569
